miRID	GeneName	Type	Source
hsa-miR-129-5p	BMPR2	neg	VALID
hsa-miR-135a-5p	BMPR2	pos	VALID
hsa-miR-135b-5p	BMPR2	pos	VALID
hsa-miR-17-5p	BMPR2	pos	VALID
hsa-miR-181c-5p	BMPR2	pos	VALID
hsa-miR-20a-5p	BMPR2	pos	VALID
hsa-miR-21-5p	BMPR2	pos	VALID
hsa-miR-302c-3p	BMPR2	pos	VALID
hsa-miR-92a-3p	BMPR2	neg	VALID
hsa-miR-20a-5p	BNIP2	pos	VALID
hsa-miR-145-5p	BNIP3	pos	VALID
hsa-miR-210-3p	BNIP3	pos	VALID
hsa-miR-221-3p	BNIP3	pos	VALID
hsa-miR-137	BNIP3L	pos	VALID
hsa-miR-221-3p	BNIP3L	pos	VALID
hsa-miR-30d-5p	BNIP3L	pos	VALID
hsa-miR-143-3p	BRAF	pos	VALID
hsa-miR-145-5p	BRAF	pos	VALID
hsa-miR-221-3p	BRAP	neg	VALID
hsa-miR-146a-5p	BRCA1	pos	VALID
hsa-miR-15a-5p	BRCA1	pos	VALID
hsa-miR-16-5p	BRCA1	pos	VALID
hsa-miR-20b-5p	BRCA1	pos	VALID
hsa-miR-24-3p	BRCA1	pos	VALID
hsa-miR-335-5p	BRCA1	pos	VALID
hsa-miR-1245a	BRCA2	pos	VALID
hsa-miR-146a-5p	BRCA2	pos	VALID
hsa-miR-141-3p	BRD3	pos	VALID
hsa-miR-200c-3p	BRD7	pos	VALID
hsa-miR-124-3p	BRE	neg	VALID
hsa-miR-1	BRI3BP	neg	VALID
hsa-miR-155-5p	BRPF3	pos	VALID
hsa-miR-22-3p	BSG	pos	VALID
hsa-miR-181c-5p	BTBD3	pos	VALID
hsa-miR-200b-3p	BTC	pos	VALID
hsa-miR-200c-3p	BTC	pos	VALID
hsa-miR-22-3p	BTG1	pos	VALID
hsa-miR-372-3p	BTG1	pos	VALID
hsa-miR-373-3p	BTG1	pos	VALID
hsa-miR-21-5p	BTG2	pos	VALID
hsa-miR-513a-5p	BTG3	pos	VALID
hsa-miR-513b-5p	BTG3	pos	VALID
hsa-miR-513c-5p	BTG3	pos	VALID
hsa-miR-346	BTK	pos	VALID
hsa-miR-10a-5p	BTRC	pos	VALID
hsa-miR-183-5p	BTRC	pos	VALID
hsa-miR-195-5p	BTRC	pos	VALID
hsa-miR-497-5p	BTRC	pos	VALID
hsa-miR-10b-3p	BUB1	pos	VALID
hsa-miR-450a-1-3p	BUB1	pos	VALID
hsa-miR-145-5p	C11orf65	pos	VALID
hsa-miR-155-5p	C16orf62	pos	VALID
hsa-miR-155-5p	C17orf80	neg	VALID
hsa-miR-375	C1QBP	pos	VALID
hsa-miR-1	C1orf27	neg	VALID
hsa-miR-155-5p	C3orf18	pos	VALID
hsa-miR-23b-3p	CA2	pos	VALID
hsa-miR-155-5p	CAB39	neg	VALID
hsa-miR-195-5p	CAB39	pos	VALID
hsa-miR-375	CAB39	pos	VALID
hsa-miR-451a	CAB39	pos	VALID
hsa-miR-133a-3p	CACNA1C	pos	VALID
hsa-miR-1	CACNA2D1	neg	VALID
hsa-miR-15a-5p	CADM1	pos	VALID
hsa-miR-16-5p	CADM1	pos	VALID
hsa-miR-182-5p	CADM1	pos	VALID
hsa-miR-214-3p	CADM1	pos	VALID
hsa-miR-29a-3p	CALCR	pos	VALID
hsa-miR-1	CALM1	neg	VALID
hsa-miR-675-5p	CALN1	pos	VALID
hsa-miR-1	CAMK2G	neg	VALID
hsa-miR-219a-5p	CAMK2G	pos	VALID
hsa-miR-185-5p	CAMK4	pos	VALID
hsa-miR-124-3p	CAMTA1	pos	VALID
hsa-miR-129-5p	CAMTA1	pos	VALID
hsa-miR-1	CAND1	neg	VALID
hsa-miR-124-3p	CAPRIN1	neg	VALID
hsa-miR-16-5p	CAPRIN1	pos	VALID
hsa-miR-223-3p	CAPRIN1	pos	VALID
hsa-miR-146a-5p	CARD10	pos	VALID
hsa-miR-155-5p	CARD11	pos	VALID
hsa-miR-155-5p	CARHSP1	pos	VALID
hsa-miR-15a-5p	CARM1	pos	VALID
hsa-miR-223-3p	CARM1	pos	VALID
hsa-miR-185-5p	CASP14	pos	VALID
hsa-miR-708-5p	CASP2	pos	VALID
hsa-let-7a-5p	CASP3	pos	VALID
hsa-let-7g-5p	CASP3	pos	VALID
hsa-miR-138-5p	CASP3	pos	VALID
hsa-miR-30c-5p	CASP3	pos	VALID
hsa-miR-30d-5p	CASP3	pos	VALID
hsa-miR-363-3p	CASP3	pos	VALID
hsa-miR-375	CASP3	pos	VALID
hsa-miR-421	CASP3	pos	VALID
hsa-miR-582-5p	CASP3	pos	VALID
hsa-miR-885-5p	CASP3	pos	VALID
hsa-miR-106a-5p	CASP7	pos	VALID
hsa-miR-106b-5p	CASP7	pos	VALID
hsa-let-7a-5p	CASP8	neg	VALID
hsa-miR-106b-5p	CASP8	pos	VALID
hsa-miR-19b-1-5p	CASP8	neg	VALID
hsa-miR-210-3p	CASP8AP2	pos	VALID
hsa-let-7a-5p	CASP9	neg	VALID
hsa-miR-133a-3p	CASP9	pos	VALID
hsa-miR-582-5p	CASP9	pos	VALID
hsa-miR-135b-5p	CASR	pos	VALID
hsa-miR-31-5p	CASR	pos	VALID
hsa-miR-151a-5p	CASZ1	pos	VALID
hsa-miR-30b-5p	CAT	pos	VALID
hsa-miR-103a-3p	CAV1	pos	VALID
hsa-miR-107	CAV1	pos	VALID
hsa-miR-124-3p	CAV1	pos	VALID
hsa-miR-192-5p	CAV1	pos	VALID
hsa-miR-199a-5p	CAV1	pos	VALID
hsa-miR-199a-3p	CAV2	pos	VALID
hsa-miR-125b-5p	CBFB	pos	VALID
hsa-miR-145-5p	CBFB	pos	VALID
hsa-miR-150-5p	CBL	pos	VALID
hsa-miR-188-3p	CBL	pos	VALID
hsa-miR-98-5p	CBL	pos	VALID
hsa-miR-155-5p	CBR4	neg	VALID
hsa-miR-181b-5p	CBX7	pos	VALID
hsa-miR-421	CBX7	pos	VALID
hsa-miR-124-3p	CCAR2	neg	VALID
hsa-miR-1	CCDC124	neg	VALID
hsa-miR-1	CCDC22	neg	VALID
hsa-miR-145-5p	CCDC43	pos	VALID
hsa-miR-155-5p	CCDC82	neg	VALID
hsa-miR-124-3p	CCDC86	neg	VALID
hsa-miR-4448	CCDC88A	pos	VALID
hsa-miR-148a-3p	CCKBR	pos	VALID
hsa-miR-148b-3p	CCKBR	pos	VALID
hsa-miR-152-3p	CCKBR	pos	VALID
hsa-miR-17-5p	CCL1	pos	VALID
hsa-miR-124-3p	CCL2	pos	VALID
hsa-miR-21-5p	CCL20	pos	VALID
hsa-miR-34a-5p	CCL22	pos	VALID
hsa-miR-25-3p	CCL26	pos	VALID
hsa-miR-223-3p	CCL3	pos	VALID
hsa-miR-195-5p	CCL4	pos	VALID
hsa-miR-146a-5p	CCL5	pos	VALID
hsa-miR-214-3p	CCL5	pos	VALID
hsa-miR-98-5p	CCL5	neg	VALID
hsa-let-7f-5p	CCL7	pos	VALID
hsa-miR-92a-3p	CCL8	pos	VALID
hsa-let-7b-5p	CCNA1	neg	VALID
hsa-miR-372-3p	CCNA1	pos	VALID
hsa-let-7b-5p	CCNA2	pos	VALID
hsa-miR-10b-3p	CCNA2	pos	VALID
hsa-miR-130b-3p	CCNA2	pos	VALID
hsa-miR-132-3p	CCNA2	pos	VALID
hsa-miR-146a-5p	CCNA2	pos	VALID
hsa-miR-212-3p	CCNA2	pos	VALID
hsa-miR-24-3p	CCNA2	pos	VALID
hsa-miR-27b-3p	CCNA2	pos	VALID
hsa-miR-132-3p	CCNB1	pos	VALID
hsa-miR-212-3p	CCNB1	pos	VALID
hsa-miR-548b-3p	CCNB1	pos	VALID
hsa-let-7b-5p	CCND1	pos	VALID
hsa-let-7e-5p	CCND1	pos	VALID
hsa-let-7f-5p	CCND1	pos	VALID
hsa-miR-106a-5p	CCND1	pos	VALID
hsa-miR-106b-5p	CCND1	pos	VALID
hsa-miR-138-5p	CCND1	pos	VALID
hsa-miR-152-3p	CCND1	pos	VALID
hsa-miR-155-5p	CCND1	pos	VALID
hsa-miR-15a-5p	CCND1	pos	VALID
hsa-miR-16-1-3p	CCND1	pos	VALID
hsa-miR-16-5p	CCND1	pos	VALID
hsa-miR-17-5p	CCND1	pos	VALID
hsa-miR-193b-3p	CCND1	pos	VALID
hsa-miR-195-5p	CCND1	pos	VALID
hsa-miR-19a-3p	CCND1	pos	VALID
hsa-miR-19b-1-5p	CCND1	pos	VALID
hsa-miR-206	CCND1	pos	VALID
hsa-miR-20a-5p	CCND1	pos	VALID
hsa-miR-24-3p	CCND1	pos	VALID
hsa-miR-27a-3p	CCND1	pos	VALID
hsa-miR-29a-3p	CCND1	pos	VALID
hsa-miR-302a-3p	CCND1	pos	VALID
hsa-miR-302c-3p	CCND1	pos	VALID
hsa-miR-338-3p	CCND1	pos	VALID
hsa-miR-34a-5p	CCND1	pos	VALID
hsa-miR-34b-3p	CCND1	pos	VALID
hsa-miR-365a-3p	CCND1	pos	VALID
hsa-miR-383-5p	CCND1	pos	VALID
hsa-miR-424-5p	CCND1	pos	VALID
hsa-miR-425-5p	CCND1	pos	VALID
hsa-miR-449a	CCND1	pos	VALID
hsa-miR-490-3p	CCND1	pos	VALID
hsa-miR-503-5p	CCND1	pos	VALID
hsa-miR-520b	CCND1	pos	VALID
hsa-miR-603	CCND1	pos	VALID
hsa-miR-708-5p	CCND1	pos	VALID
hsa-miR-9-5p	CCND1	pos	VALID
hsa-let-7a-5p	CCND2	pos	VALID
hsa-let-7b-5p	CCND2	pos	VALID
hsa-miR-106b-5p	CCND2	pos	VALID
hsa-miR-124-3p	CCND2	pos	VALID
hsa-miR-154-5p	CCND2	pos	VALID
hsa-miR-15a-5p	CCND2	pos	VALID
hsa-miR-17-5p	CCND2	pos	VALID
hsa-miR-182-5p	CCND2	pos	VALID
hsa-miR-191-5p	CCND2	pos	VALID
hsa-miR-206	CCND2	pos	VALID
hsa-miR-20a-5p	CCND2	pos	VALID
hsa-miR-26a-5p	CCND2	pos	VALID
hsa-miR-29a-3p	CCND2	pos	VALID
hsa-miR-29b-3p	CCND2	pos	VALID
hsa-miR-29c-3p	CCND2	pos	VALID
hsa-miR-302b-3p	CCND2	pos	VALID
hsa-miR-302d-3p	CCND2	pos	VALID
hsa-miR-30c-5p	CCND2	pos	VALID
hsa-miR-603	CCND2	pos	VALID
hsa-miR-138-5p	CCND3	pos	VALID
hsa-miR-16-5p	CCND3	pos	VALID
hsa-miR-195-5p	CCND3	pos	VALID
hsa-miR-34a-5p	CCND3	neg	VALID
hsa-miR-424-5p	CCND3	pos	VALID
hsa-miR-497-5p	CCND3	pos	VALID
hsa-miR-503-5p	CCND3	pos	VALID
hsa-miR-103a-3p	CCNE1	pos	VALID
hsa-miR-151a-3p	CCNE1	pos	VALID
hsa-miR-15a-5p	CCNE1	pos	VALID
hsa-miR-16-1-3p	CCNE1	pos	VALID
hsa-miR-16-5p	CCNE1	pos	VALID
hsa-miR-195-5p	CCNE1	pos	VALID
hsa-miR-26a-5p	CCNE1	pos	VALID
hsa-miR-26b-5p	CCNE1	pos	VALID
hsa-miR-424-5p	CCNE1	pos	VALID
hsa-miR-497-5p	CCNE1	pos	VALID
hsa-miR-503-5p	CCNE1	pos	VALID
hsa-miR-7-5p	CCNE1	pos	VALID
hsa-miR-126-3p	CCNE2	neg	VALID
hsa-miR-200a-3p	CCNE2	pos	VALID
hsa-miR-200b-3p	CCNE2	pos	VALID
hsa-miR-200c-3p	CCNE2	pos	VALID
hsa-miR-26a-5p	CCNE2	pos	VALID
hsa-miR-30b-5p	CCNE2	pos	VALID
hsa-miR-34a-5p	CCNE2	pos	VALID
hsa-miR-34b-5p	CCNE2	pos	VALID
hsa-miR-34c-5p	CCNE2	pos	VALID
hsa-miR-449a	CCNE2	pos	VALID
hsa-miR-449b-5p	CCNE2	pos	VALID
hsa-miR-503-5p	CCNE2	pos	VALID
hsa-miR-424-5p	CCNF	pos	VALID
hsa-miR-503-5p	CCNF	pos	VALID
hsa-miR-122-5p	CCNG1	pos	VALID
hsa-miR-9-5p	CCNG1	pos	VALID
hsa-miR-125b-5p	CCNJ	pos	VALID
hsa-miR-98-5p	CCNJ	pos	VALID
hsa-miR-199b-5p	CCNL1	pos	VALID
hsa-miR-198	CCNT1	pos	VALID
hsa-miR-27b-3p	CCNT1	pos	VALID
hsa-miR-142-3p	CCNT2	pos	VALID
hsa-miR-16-5p	CCNT2	neg	VALID
hsa-miR-29a-3p	CCNT2	pos	VALID
hsa-miR-129-2-3p	CCP110	pos	VALID
hsa-miR-21-5p	CCR1	neg	VALID
hsa-miR-150-5p	CCR6	pos	VALID
hsa-miR-518a-3p	CCR6	pos	VALID
hsa-let-7a-5p	CCR7	pos	VALID
hsa-miR-124-3p	CCT3	neg	VALID
hsa-miR-1	CD109	neg	VALID
hsa-miR-124-3p	CD151	pos	VALID
hsa-miR-152-3p	CD151	pos	VALID
hsa-miR-22-3p	CD151	pos	VALID
hsa-miR-506-3p	CD151	pos	VALID
hsa-miR-124-3p	CD164	pos	VALID
hsa-miR-19a-3p	CD22	pos	VALID
hsa-miR-34a-5p	CD24	pos	VALID
hsa-miR-124-3p	CD274	pos	VALID
hsa-miR-214-3p	CD274	pos	VALID
hsa-miR-29c-3p	CD274	pos	VALID
hsa-miR-326	CD274	pos	VALID
hsa-miR-34b-5p	CD274	pos	VALID
hsa-miR-363-5p	CD274	pos	VALID
hsa-miR-380-5p	CD274	pos	VALID
hsa-miR-513a-5p	CD274	pos	VALID
hsa-miR-570-3p	CD274	pos	VALID
hsa-miR-593-3p	CD274	pos	VALID
hsa-miR-601	CD274	pos	VALID
hsa-miR-665	CD274	pos	VALID
hsa-miR-708-5p	CD274	pos	VALID
hsa-miR-885-3p	CD274	pos	VALID
hsa-miR-940	CD274	pos	VALID
hsa-miR-187-3p	CD276	pos	VALID
hsa-miR-29a-3p	CD276	pos	VALID
hsa-miR-145-5p	CD28	pos	VALID
hsa-miR-124-3p	CD2BP2	neg	VALID
hsa-miR-125a-5p	CD34	pos	VALID
hsa-miR-24-3p	CD34	pos	VALID
hsa-miR-9-5p	CD34	pos	VALID
hsa-miR-155-5p	CD36	pos	VALID
hsa-miR-140-3p	CD38	pos	VALID
hsa-miR-181a-5p	CD4	neg	VALID
hsa-miR-503-5p	CD40	pos	VALID
hsa-miR-146a-5p	CD40LG	pos	VALID
hsa-miR-143-3p	CD44	pos	VALID
hsa-miR-145-5p	CD44	pos	VALID
hsa-miR-199a-3p	CD44	pos	VALID
hsa-miR-199a-5p	CD44	pos	VALID
hsa-miR-216a-5p	CD44	pos	VALID
hsa-miR-328-3p	CD44	pos	VALID
hsa-miR-330-3p	CD44	pos	VALID
hsa-miR-34a-5p	CD44	pos	VALID
hsa-miR-373-3p	CD44	pos	VALID
hsa-miR-520c-3p	CD44	pos	VALID
hsa-miR-608	CD44	pos	VALID
hsa-miR-708-5p	CD44	pos	VALID
hsa-miR-520b	CD46	pos	VALID
hsa-miR-520e	CD46	pos	VALID
hsa-miR-124-3p	CD55	neg	VALID
hsa-miR-124-3p	CD59	neg	VALID
hsa-miR-155-5p	CD68	pos	VALID
hsa-miR-197-3p	CD82	pos	VALID
hsa-miR-362-3p	CD82	pos	VALID
hsa-miR-196b-5p	CD8A	pos	VALID
hsa-miR-326	CD9	pos	VALID
hsa-miR-29a-3p	CD93	pos	VALID
hsa-miR-30a-5p	CD99	pos	VALID
hsa-miR-424-5p	CDC14A	pos	VALID
hsa-miR-503-5p	CDC14A	pos	VALID
hsa-let-7b-5p	CDC25A	pos	VALID
hsa-miR-141-3p	CDC25A	pos	VALID
hsa-miR-15a-5p	CDC25A	pos	VALID
hsa-miR-195-5p	CDC25A	pos	VALID
hsa-miR-21-5p	CDC25A	pos	VALID
hsa-miR-34a-5p	CDC25A	neg	VALID
hsa-miR-365a-3p	CDC25A	pos	VALID
hsa-miR-424-5p	CDC25A	pos	VALID
hsa-miR-449a	CDC25A	pos	VALID
hsa-miR-449b-5p	CDC25A	pos	VALID
hsa-miR-497-5p	CDC25A	pos	VALID
hsa-miR-503-5p	CDC25A	pos	VALID
hsa-miR-148a-3p	CDC25B	pos	VALID
hsa-miR-141-3p	CDC25C	pos	VALID
hsa-miR-124-3p	CDC27	neg	VALID
hsa-miR-223-3p	CDC27	pos	VALID
hsa-let-7a-5p	CDC34	pos	VALID
hsa-let-7b-5p	CDC34	pos	VALID
hsa-miR-155-5p	CDC40	neg	VALID
hsa-miR-133a-3p	CDC42	pos	VALID
hsa-miR-133b	CDC42	pos	VALID
hsa-miR-137	CDC42	pos	VALID
hsa-miR-185-5p	CDC42	pos	VALID
hsa-miR-195-5p	CDC42	pos	VALID
hsa-miR-204-5p	CDC42	pos	VALID
hsa-miR-216a-5p	CDC42	pos	VALID
hsa-miR-224-5p	CDC42	pos	VALID
hsa-miR-29a-3p	CDC42	pos	VALID
hsa-miR-29b-3p	CDC42	pos	VALID
hsa-miR-29c-3p	CDC42	pos	VALID
hsa-miR-330-3p	CDC42	pos	VALID
hsa-miR-375	CDC42	pos	VALID
hsa-miR-608	CDC42	pos	VALID
hsa-miR-26a-5p	CDC6	neg	VALID
hsa-miR-675-5p	CDC6	pos	VALID
hsa-miR-192-5p	CDC7	pos	VALID
hsa-miR-29a-3p	CDC7	pos	VALID
hsa-miR-138-5p	CDH1	pos	VALID
hsa-miR-199a-5p	CDH1	pos	VALID
hsa-miR-204-5p	CDH1	pos	VALID
hsa-miR-23a-3p	CDH1	pos	VALID
hsa-miR-25-3p	CDH1	pos	VALID
hsa-miR-30a-5p	CDH1	pos	VALID
hsa-miR-544a	CDH1	pos	VALID
hsa-miR-888-5p	CDH1	pos	VALID
hsa-miR-9-5p	CDH1	pos	VALID
hsa-miR-92a-3p	CDH1	pos	VALID
hsa-miR-200c-3p	CDH11	pos	VALID
hsa-miR-1	CDH2	neg	VALID
hsa-miR-138-5p	CDH2	pos	VALID
hsa-miR-145-5p	CDH2	pos	VALID
hsa-miR-194-5p	CDH2	pos	VALID
hsa-miR-199a-5p	CDH2	pos	VALID
hsa-miR-218-5p	CDH2	pos	VALID
hsa-miR-101-3p	CDH5	pos	VALID
hsa-miR-125b-5p	CDH5	pos	VALID
hsa-miR-211-5p	CDH5	pos	VALID
hsa-miR-24-3p	CDK1	pos	VALID
hsa-miR-302a-3p	CDK1	pos	VALID
hsa-miR-31-5p	CDK1	pos	VALID
hsa-miR-663a	CDK1	pos	VALID
hsa-miR-133b	CDK13	pos	VALID
hsa-miR-18a-5p	CDK19	pos	VALID
hsa-miR-103a-3p	CDK2	pos	VALID
hsa-miR-124-3p	CDK2	neg	VALID
hsa-miR-223-3p	CDK2	pos	VALID
hsa-miR-29a-3p	CDK2	pos	VALID
hsa-miR-302a-3p	CDK2	pos	VALID
hsa-miR-302d-3p	CDK2	pos	VALID
hsa-miR-372-3p	CDK2	pos	VALID
hsa-miR-376a-3p	CDK2	pos	VALID
hsa-miR-524-5p	CDK2	pos	VALID
hsa-miR-885-5p	CDK2	pos	VALID
hsa-miR-21-5p	CDK2AP1	pos	VALID
hsa-miR-1	CDK4	neg	VALID
hsa-miR-122-5p	CDK4	pos	VALID
hsa-miR-124-3p	CDK4	neg	VALID
hsa-miR-145-5p	CDK4	pos	VALID
hsa-miR-195-5p	CDK4	pos	VALID
hsa-miR-206	CDK4	pos	VALID
hsa-miR-24-3p	CDK4	pos	VALID
hsa-miR-29a-3p	CDK4	pos	VALID
hsa-miR-302a-3p	CDK4	pos	VALID
hsa-miR-34a-5p	CDK4	pos	VALID
hsa-miR-34b-3p	CDK4	pos	VALID
hsa-miR-34b-5p	CDK4	pos	VALID
hsa-miR-34c-5p	CDK4	pos	VALID
hsa-miR-449a	CDK4	pos	VALID
hsa-miR-449b-5p	CDK4	neg	VALID
hsa-miR-483-3p	CDK4	pos	VALID
hsa-miR-497-5p	CDK4	pos	VALID
hsa-miR-506-3p	CDK4	pos	VALID
hsa-miR-545-3p	CDK4	pos	VALID
hsa-let-7a-5p	CDK6	pos	VALID
hsa-let-7b-5p	CDK6	pos	VALID
hsa-miR-105-5p	CDK6	pos	VALID
hsa-miR-107	CDK6	pos	VALID
hsa-miR-124-3p	CDK6	pos	VALID
hsa-miR-129-2-3p	CDK6	pos	VALID
hsa-miR-129-5p	CDK6	pos	VALID
hsa-miR-137	CDK6	pos	VALID
hsa-miR-145-5p	CDK6	pos	VALID
hsa-miR-16-5p	CDK6	pos	VALID
hsa-miR-185-5p	CDK6	pos	VALID
hsa-miR-191-5p	CDK6	pos	VALID
hsa-miR-195-5p	CDK6	pos	VALID
hsa-miR-200a-3p	CDK6	pos	VALID
hsa-miR-214-3p	CDK6	pos	VALID
hsa-miR-218-5p	CDK6	pos	VALID
hsa-miR-26a-5p	CDK6	pos	VALID
hsa-miR-26b-5p	CDK6	pos	VALID
hsa-miR-29a-3p	CDK6	pos	VALID
hsa-miR-29b-3p	CDK6	pos	VALID
hsa-miR-29c-3p	CDK6	pos	VALID
hsa-miR-30a-3p	CDK6	pos	VALID
hsa-miR-34a-5p	CDK6	pos	VALID
hsa-miR-34b-3p	CDK6	pos	VALID
hsa-miR-34b-5p	CDK6	pos	VALID
hsa-miR-378a-3p	CDK6	pos	VALID
hsa-miR-424-5p	CDK6	pos	VALID
hsa-miR-449a	CDK6	pos	VALID
hsa-miR-449b-5p	CDK6	pos	VALID
hsa-miR-494-3p	CDK6	pos	VALID
hsa-miR-506-3p	CDK6	pos	VALID
hsa-miR-107	CDK8	pos	VALID
hsa-miR-26a-5p	CDK8	neg	VALID
hsa-miR-874-3p	CDK9	pos	VALID
hsa-let-7a-5p	CDKN1A	pos	VALID
hsa-let-7f-5p	CDKN1A	pos	VALID
hsa-miR-106a-5p	CDKN1A	pos	VALID
hsa-miR-106b-5p	CDKN1A	pos	VALID
hsa-miR-10b-5p	CDKN1A	pos	VALID
hsa-miR-125a-5p	CDKN1A	pos	VALID
hsa-miR-132-3p	CDKN1A	pos	VALID
hsa-miR-145-5p	CDKN1A	neg	VALID
hsa-miR-146a-5p	CDKN1A	neg	VALID
hsa-miR-146b-5p	CDKN1A	neg	VALID
hsa-miR-17-5p	CDKN1A	pos	VALID
hsa-miR-182-5p	CDKN1A	neg	VALID
hsa-miR-208a-3p	CDKN1A	pos	VALID
hsa-miR-208b-3p	CDKN1A	pos	VALID
hsa-miR-20a-5p	CDKN1A	pos	VALID
hsa-miR-20b-5p	CDKN1A	pos	VALID
hsa-miR-22-3p	CDKN1A	pos	VALID
hsa-miR-28-5p	CDKN1A	pos	VALID
hsa-miR-298	CDKN1A	pos	VALID
hsa-miR-299-5p	CDKN1A	pos	VALID
hsa-miR-302a-3p	CDKN1A	pos	VALID
hsa-miR-345-5p	CDKN1A	pos	VALID
hsa-miR-363-3p	CDKN1A	pos	VALID
hsa-miR-372-3p	CDKN1A	pos	VALID
hsa-miR-423-3p	CDKN1A	pos	VALID
hsa-miR-503-5p	CDKN1A	pos	VALID
hsa-miR-515-3p	CDKN1A	pos	VALID
hsa-miR-519a-3p	CDKN1A	pos	VALID
hsa-miR-519b-3p	CDKN1A	pos	VALID
hsa-miR-519c-3p	CDKN1A	pos	VALID
hsa-miR-519d-3p	CDKN1A	pos	VALID
hsa-miR-519e-3p	CDKN1A	pos	VALID
hsa-miR-520a-3p	CDKN1A	pos	VALID
hsa-miR-520b	CDKN1A	pos	VALID
hsa-miR-520h	CDKN1A	pos	VALID
hsa-miR-572	CDKN1A	pos	VALID
hsa-miR-639	CDKN1A	pos	VALID
hsa-miR-654-3p	CDKN1A	pos	VALID
hsa-miR-657	CDKN1A	pos	VALID
hsa-miR-93-5p	CDKN1A	pos	VALID
hsa-miR-942-5p	CDKN1A	neg	VALID
hsa-miR-96-5p	CDKN1A	pos	VALID
hsa-miR-148a-3p	CDKN1B	pos	VALID
hsa-miR-181a-5p	CDKN1B	pos	VALID
hsa-miR-182-5p	CDKN1B	pos	VALID
hsa-miR-190a-5p	CDKN1B	neg	VALID
hsa-miR-192-5p	CDKN1B	neg	VALID
hsa-miR-194-5p	CDKN1B	pos	VALID
hsa-miR-200b-3p	CDKN1B	pos	VALID
hsa-miR-218-5p	CDKN1B	neg	VALID
hsa-miR-221-3p	CDKN1B	pos	VALID
hsa-miR-222-3p	CDKN1B	pos	VALID
hsa-miR-452-5p	CDKN1B	pos	VALID
hsa-miR-221-3p	CDKN1C	pos	VALID
hsa-miR-222-3p	CDKN1C	pos	VALID
hsa-miR-25-3p	CDKN1C	pos	VALID
hsa-miR-92b-3p	CDKN1C	pos	VALID
hsa-let-7g-5p	CDKN2A	pos	VALID
hsa-miR-10b-5p	CDKN2A	pos	VALID
hsa-miR-124-3p	CDKN2A	neg	VALID
hsa-miR-125b-5p	CDKN2A	pos	VALID
hsa-miR-24-3p	CDKN2A	pos	VALID
hsa-miR-34a-5p	CDKN2A	neg	VALID
hsa-miR-124-3p	CDKN2AIP	neg	VALID
hsa-miR-34a-5p	CDKN2C	pos	VALID
hsa-miR-146a-5p	CDKN3	neg	VALID
hsa-miR-671-5p	CDR1	pos	VALID
hsa-miR-16-5p	CDS2	pos	VALID
hsa-miR-296-5p	CDX1	pos	VALID
hsa-miR-181a-5p	CDX2	pos	VALID
hsa-miR-181b-5p	CDX2	pos	VALID
hsa-miR-181c-5p	CDX2	pos	VALID
hsa-miR-204-5p	CDX2	neg	VALID
hsa-miR-424-5p	CDX2	pos	VALID
hsa-miR-9-5p	CDX2	pos	VALID
hsa-miR-141-3p	CDYL	pos	VALID
hsa-miR-29a-3p	CEACAM6	pos	VALID
hsa-miR-124-3p	CEBPA	pos	VALID
hsa-let-7c-5p	CEBPB	pos	VALID
hsa-miR-155-5p	CEBPB	pos	VALID
hsa-miR-191-5p	CEBPB	pos	VALID
hsa-miR-34a-5p	CEBPB	neg	VALID
hsa-miR-374a-5p	CEBPB	pos	VALID
hsa-miR-95-3p	CELF2	pos	VALID
hsa-miR-145-5p	CEP19	pos	VALID
hsa-miR-155-5p	CEP41	pos	VALID
hsa-miR-155-5p	CEP83	pos	VALID
hsa-miR-221-3p	CERS2	pos	VALID
hsa-miR-222-3p	CERS2	pos	VALID
hsa-miR-1	CETN3	neg	VALID
hsa-miR-146a-5p	CFH	pos	VALID
hsa-miR-200c-3p	CFL2	pos	VALID
hsa-miR-101-3p	CFTR	pos	VALID
hsa-miR-144-3p	CFTR	pos	VALID
hsa-miR-145-5p	CFTR	pos	VALID
hsa-miR-223-3p	CFTR	pos	VALID
hsa-miR-433-3p	CFTR	pos	VALID
hsa-miR-494-3p	CFTR	pos	VALID
hsa-miR-509-3p	CFTR	pos	VALID
hsa-miR-26a-5p	CHD1	pos	VALID
hsa-miR-491-5p	CHD4	neg	VALID
hsa-miR-155-5p	CHD9	neg	VALID
hsa-miR-16-5p	CHEK1	pos	VALID
hsa-miR-24-3p	CHEK1	pos	VALID
hsa-miR-26a-5p	CHEK1	pos	VALID
hsa-miR-424-5p	CHEK1	pos	VALID
hsa-miR-497-5p	CHEK1	pos	VALID
hsa-miR-503-5p	CHEK1	pos	VALID
hsa-miR-182-5p	CHEK2	pos	VALID
hsa-miR-10a-5p	CHL1	pos	VALID
hsa-miR-182-5p	CHL1	pos	VALID
hsa-miR-590-5p	CHL1	pos	VALID
hsa-miR-1	CHMP2A	neg	VALID
hsa-miR-124-3p	CHMP2B	neg	VALID
hsa-miR-9-5p	CHMP2B	pos	VALID
hsa-miR-26b-5p	CHORDC1	pos	VALID
hsa-miR-1	CHRAC1	neg	VALID
hsa-miR-124-3p	CHRAC1	neg	VALID
hsa-miR-107	CHRM1	pos	VALID
hsa-miR-15a-5p	CHUK	pos	VALID
