Type	diana	mirmap	mirtarget	mirza_U	paccmit	targetscan_C	targetscan_NC
neg	0.175	-7.60839985	25	-7.5936245	0.869	-2.219	-32.278
neg	0.5	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.049
neg	0.175	0.0270786	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0278532	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.04199701	25	-7.5936245	-0.5	-2.219	0
neg	0.47	-7.60839985	25	0.420436	0.902	-2.219	0
neg	0.175	0.1120661	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	0.170351	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	0.170351	-0.5	-2.219	-32.278
neg	0.528	0.1101091	25	-7.5936245	0.714	-2.219	-32.278
neg	0.175	0.0951607	25	0.252355	-0.5	-2.219	0.002
neg	0.175	-7.60839985	25	-7.5936245	0.827	-2.219	-32.278
neg	0.175	0.246406	25	0.202723	-0.5	-2.219	0.391
neg	0.536	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.369	-2.219	-32.278
neg	0.175	0.0889117	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1239734	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.938	-2.219	0.003
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.175	0.0702018	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.569	0.0385844	25	0.158487	-0.5	-2.219	0.039
neg	0.474	0.1209633	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.507	0.158526	25	0.135183	-0.5	-2.219	0.115
neg	0.175	0.0148801	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.479	0.0641805	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.845	-2.219	-32.278
neg	0.175	0.0668775	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.944	0.202057	69.0847	0.296935	0.782	0.061	-32.278
neg	0.464	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.616	-7.60839985	25	-7.5936245	-0.5	-2.219	0.011
neg	0.463	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.595	0.0859172	25	0.297812	-0.5	-2.219	0.196
neg	0.576	0.0854985	25	0.190843	-0.5	-2.219	0.066
neg	0.654	0.04678719	52.7989	0.270594	-0.5	0.139	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.175	-7.60839985	25	-7.5936245	0.97	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.699	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.454	0.0376561	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.289326	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.83	0.0089997	25	0.411665	-0.5	-2.219	0.07
neg	0.175	0.0757846	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.504	-7.60839985	25	0.160272	-0.5	-2.219	0.113
neg	0.175	0.0337501	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.05367135	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.579	0.0626199	25	-7.5936245	0.641	-2.219	-32.278
neg	0.175	0.0822518	25	-7.5936245	0.816	-2.219	0.019
neg	0.479	0.0641805	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0333104	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.982	-2.219	-32.278
neg	0.175	0.0391715	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0643718	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0080708	25	0.302933	-0.5	-2.219	0.028
neg	0.645	0.089429	25	0.400889	-0.5	-2.219	0.063
neg	0.947	0.279811	25	0.324091	-0.5	-2.219	0.196
neg	0.175	0.05372946	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.543	0.0684408	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.921	0.1490143	25	0.258523	-0.5	0.157	-32.278
neg	0.626	0.260756	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.05945201	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.326226	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.487	-7.60839985	25	-7.5936245	0.776	-2.219	-32.278
neg	0.778	0.0292579	25	0.351406	-0.5	-2.219	0.051
neg	0.175	-7.60839985	25	0.390602	-0.5	-2.219	-32.278
neg	0.175	0.0064969	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0810321	25	-7.5936245	-0.5	-2.219	0.031
neg	0.175	0.0278532	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.53	-7.60839985	25	-7.5936245	0.526	-2.219	-32.278
neg	0.491	-7.60839985	25	0.123498	-0.5	-2.219	0
neg	0.977	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.046
neg	0.454	0.0376561	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.952	0.192753	71.2135	-7.5936245	0.596	-2.219	0.145
neg	0.175	-7.60839985	25	0.130983	-0.5	-2.219	-32.278
neg	0.836	0.0659628	25	-7.5936245	-0.5	-2.219	0.053
neg	0.175	-7.60839985	25	-7.5936245	0.369	-2.219	-32.278
neg	0.847	0.0836751	25	0.751133	0.596	-2.219	0.277
neg	0.548	0.244661	25	-7.5936245	-0.5	-2.219	0.101
neg	0.767	0.250761	84.0279	-7.5936245	-0.5	0.251	-32.278
neg	0.175	0.0889117	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.855	0.0837413	25	-7.5936245	0.586	-2.219	0.009
neg	0.463	-7.60839985	25	-7.5936245	-0.5	-2.219	0.02
neg	0.523	-7.60839985	25	-7.5936245	0.48	-2.219	-32.278
neg	0.175	0.04199701	25	-7.5936245	-0.5	-2.219	0
neg	0.175	0.1388701	25	-7.5936245	-0.5	-2.219	0.002
neg	0.666	0.1099378	25	-7.5936245	-0.5	0.098	-32.278
neg	0.491	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.497	0.083159	25	-7.5936245	0.676	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.644	-2.219	-32.278
neg	0.175	0.006206	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.47	-7.60839985	25	0.420436	0.902	-2.219	0
neg	0.454	0.0955168	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.71	0.0907871	25	0.153622	-0.5	-2.219	0.001
neg	0.629	-7.60839985	25	-7.5936245	0.739	-2.219	-32.278
neg	0.175	0.05103924	25	-7.5936245	-0.5	0.044	-32.278
neg	0.648	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.504	-7.60839985	25	0.160272	-0.5	-2.219	0.113
neg	0.456	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.614	0.200526	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.565	0.1035365	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.97	-2.219	-32.278
neg	0.45	-7.60839985	25	-7.5936245	0.859	-2.219	-32.278
neg	0.631	0.0935024	25	-7.5936245	-0.5	-2.219	0.018
neg	0.589	0.257314	25	0.12046	-0.5	-2.219	0.03
neg	0.175	-7.60839985	25	-7.5936245	0.455	-2.219	-32.278
neg	0.723	0.1447141	25	0.293182	-0.5	-2.219	-32.278
neg	0.538	0.092325	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.195298	25	-7.5936245	0.591	-2.219	0.123
neg	0.468	-7.60839985	25	-7.5936245	0.729	-2.219	-32.278
neg	0.175	0.0265904	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.523	-7.60839985	25	-7.5936245	0.658	-2.219	-32.278
neg	0.929	0.79987	60.9504	0.474107	-0.5	-2.219	0.176
neg	0.175	0.04084005	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.632	0.1409119	25	-7.5936245	-0.5	-2.219	0.1
neg	0.175	0.106036	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.885	-2.219	-32.278
neg	0.608	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.517	-7.60839985	25	0.209373	-0.5	-2.219	0.01
neg	0.921	0.1490143	25	0.258523	-0.5	0.157	-32.278
neg	0.175	0.0062451	25	-7.5936245	-0.5	-2.219	0.001
neg	0.53	0.04823128	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.925	0.1491162	25	0.344168	-0.5	0.061	-32.278
neg	0.713	0.302672	25	-7.5936245	0.695	-2.219	0.026
neg	0.175	0.1418003	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.46	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1161014	25	-7.5936245	-0.5	-2.219	0.003
neg	0.175	0.0677084	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.67	0.0809708	25	-7.5936245	0.548	-2.219	-32.278
neg	0.175	0.05606408	25	-7.5936245	0.85	-2.219	-32.278
neg	0.175	-7.60839985	25	0.134396	-0.5	-2.219	0.043
neg	0.659	0.05569021	25	0.277445	-0.5	-2.219	0
neg	0.523	-7.60839985	25	-7.5936245	0.48	-2.219	-32.278
neg	0.539	-7.60839985	25	-7.5936245	0.804	-2.219	-32.278
neg	0.803	0.0303596	57.9527	-7.5936245	-0.5	0.323	-32.278
neg	0.938	0.1484926	77.0321	0.137768	-0.5	0.03	0.01
neg	0.452	0.1009212	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.536	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.175	0.160085	25	-7.5936245	-0.5	-2.219	0.246
neg	0.579	-7.60839985	25	-7.5936245	0.655	-2.219	-32.278
neg	0.562	0.0218721	25	-7.5936245	0.839	-2.219	-32.278
neg	0.175	0.008146	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.626	0.175328	25	0.376159	-0.5	-2.219	0.04
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.046
neg	0.543	0.0684408	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.486	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.548	0.0931956	25	0.335755	-0.5	-2.219	0.053
neg	0.453	0.0360933	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.024
neg	0.53	0.04823128	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0265063	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.51	0.0027186	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.504	0.072562	25	0.23431	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.04
neg	0.64	0.1134694	25	-7.5936245	-0.5	-2.219	0
neg	0.548	0.244661	25	-7.5936245	-0.5	-2.219	0.101
neg	0.175	-7.60839985	25	-7.5936245	0.612	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.466	0.186336	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.659	-2.219	-32.278
neg	0.788	0.1237409	25	0.293247	-0.5	-2.219	0.069
neg	0.175	0.0786573	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.852	-7.60839985	25	0.296633	0.663	-2.219	0.001
neg	0.175	0.0301683	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.629	-7.60839985	25	-7.5936245	0.739	-2.219	-32.278
neg	0.175	0.04235347	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.947	0.279811	25	0.324091	-0.5	-2.219	0.196
neg	0.694	0.408732	25	0.755059	-0.5	-2.219	0.07
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.705	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0889117	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.631	0.0792209	25	0.429809	-0.5	-2.219	0.109
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.008
neg	0.45	-7.60839985	25	-7.5936245	0.969	-2.219	-32.278
neg	0.53	0.04823128	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.734	-2.219	-32.278
neg	0.753	0.263998	25	0.333422	-0.5	-2.219	0.032
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.175	0.05421502	25	-7.5936245	-0.5	-2.219	0.29
neg	0.52	0.1193112	25	0.187983	0.709	-2.219	0.105
neg	0.497	-7.60839985	25	-7.5936245	-0.5	-2.219	0.008
neg	0.787	0.0169279	25	-7.5936245	-0.5	-2.219	0
neg	0.836	0.0659628	25	-7.5936245	-0.5	-2.219	0.053
neg	0.504	0.072562	25	0.23431	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.948	-2.219	-32.278
neg	0.526	-7.60839985	25	0.169432	-0.5	0.008	-32.278
neg	0.175	0.1057469	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1292461	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.743	0.182287	25	0.359358	-0.5	0.255	-32.278
neg	0.631	0.0792209	25	0.429809	-0.5	-2.219	0.109
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.005
neg	0.175	0.0759725	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.642	0.0224859	25	-7.5936245	-0.5	-2.219	0.013
neg	0.45	-7.60839985	25	-7.5936245	0.859	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.906	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.004
neg	0.175	0.263473	25	0.297574	-0.5	-2.219	0.236
neg	0.175	0.0055371	25	-7.5936245	-0.5	-2.219	0.025
neg	0.657	0.1023898	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.516	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.579	-7.60839985	25	-7.5936245	0.655	-2.219	-32.278
neg	0.576	0.161402	25	0.301654	0.475	-2.219	0.109
neg	0.711	0.0744541	25	0.213003	-0.5	-2.219	0.056
neg	0.175	0.0663707	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.575	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0309243	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.479	0.0641805	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1083172	25	-7.5936245	0.779	-2.219	-32.278
neg	0.744	-7.60839985	25	-7.5936245	-0.5	-2.219	0.002
neg	0.569	0.0385844	25	0.158487	-0.5	-2.219	0.039
neg	0.474	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.569	0.0385844	25	0.158487	-0.5	-2.219	0.039
neg	0.709	0.1357411	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.938	0.1484926	77.0321	0.137768	-0.5	0.03	0.01
neg	0.175	-7.60839985	25	-7.5936245	0.51	-2.219	-32.278
neg	0.536	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.549	-7.60839985	25	0.153241	-0.5	-2.219	0.03
neg	0.175	0.0080708	25	0.302933	-0.5	-2.219	0.028
neg	0.505	0.04067408	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.692	-2.219	-32.278
neg	0.175	0.211503	25	0.194316	-0.5	-2.219	0.058
neg	0.722	0.162271	25	0.907054	-0.5	-2.219	0.031
neg	0.175	-7.60839985	25	0.12283	-0.5	-2.219	-32.278
neg	0.569	0.0385844	25	0.158487	-0.5	-2.219	0.039
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.175	0.0333104	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.04560297	25	-7.5936245	-0.5	-2.219	0.054
neg	0.475	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.474	0.0791918	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0016104	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.677	0.0659342	25	0.162137	0.572	-2.219	0.015
neg	0.588	0.05377853	25	0.343413	-0.5	-2.219	0.053
neg	0.175	0.174166	25	0.165698	-0.5	-2.219	0.21
neg	0.175	0.05367135	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.513	0.1062263	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0305803	25	0.153957	-0.5	-2.219	0.01
neg	0.175	0.0366703	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.821	0.187417	25	-7.5936245	-0.5	-2.219	0.05
neg	0.642	0.1215744	25	0.302073	-0.5	-2.219	0.188
neg	0.175	0.065642	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0951607	25	0.252355	-0.5	-2.219	0.002
neg	0.175	0.0064969	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.725	-7.60839985	25	0.143597	-0.5	-2.219	0.073
neg	0.82	0.0645508	25	-7.5936245	-0.5	0.156	-32.278
neg	0.175	0.0677084	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.549	-7.60839985	25	0.153241	-0.5	-2.219	0.03
neg	0.579	-7.60839985	25	-7.5936245	0.655	-2.219	-32.278
neg	0.928	0.194277	25	-7.5936245	-0.5	-2.219	0.195
neg	0.456	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.548	0.0931956	25	0.335755	-0.5	-2.219	0.053
neg	0.507	0.158526	25	0.135183	-0.5	-2.219	0.115
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.629	0.211195	25	0.211584	-0.5	-2.219	0.197
neg	0.175	0.0934918	25	-7.5936245	0.828	-2.219	-32.278
neg	0.175	-7.60839985	25	0.246562	-0.5	-2.219	0
neg	0.453	0.0360933	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.457	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.595	0.0859172	25	0.297812	-0.5	-2.219	0.196
neg	0.175	-7.60839985	25	-7.5936245	0.659	-2.219	-32.278
neg	0.175	0.0757846	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.868	0.35336	25	0.470542	0.72	0.135	0.049
neg	0.722	0.162271	25	0.907054	-0.5	-2.219	0.031
neg	0.554	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.987	0.1044992	98.198722119	0.909886	-0.5	0.396	-32.278
neg	0.503	-7.60839985	25	0.22454	-0.5	-2.219	-32.278
neg	0.596	0.190695	25	-7.5936245	0.834	-2.219	0.01
neg	0.491	-7.60839985	25	0.130373	-0.5	-2.219	0.128
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.588	0.05377853	25	0.343413	-0.5	-2.219	0.053
neg	0.802	0.351901	25	0.97937	-0.5	-2.219	0.082
neg	0.175	0.0152734	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.753	0.263998	25	0.333422	-0.5	-2.219	0.032
neg	0.175	0.0305803	25	0.153957	-0.5	-2.219	0.01
neg	0.457	-7.60839985	25	-7.5936245	-0.5	-2.219	0.005
neg	0.175	-7.60839985	25	-7.5936245	0.869	-2.219	-32.278
neg	0.562	0.0218721	25	-7.5936245	0.839	-2.219	-32.278
neg	0.666	-7.60839985	25	-7.5936245	0.969	-2.219	-32.278
neg	0.725	0.157761	25	0.839042	-0.5	-2.219	0.06
neg	0.702	0.05582159	25	-7.5936245	0.804	-2.219	-32.278
neg	0.906	0.0153809	73.6048	0.310672	-0.5	-2.219	0.213
neg	0.175	0.0712324	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.489	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.562	0.155478	25	0.505457	-0.5	-2.219	0.066
neg	0.855	0.0837413	25	-7.5936245	0.586	-2.219	0.009
neg	0.175	-7.60839985	25	-7.5936245	0.885	-2.219	-32.278
neg	0.554	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.474	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.076	-2.219	-32.278
neg	0.175	0.0827277	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.474	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.572	-7.60839985	25	-7.5936245	0.583	-2.219	-32.278
neg	0.175	0.05367135	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.767	0.250761	84.0279	-7.5936245	-0.5	0.251	-32.278
neg	0.855	0.372331	25	1.085542	-0.5	0.077	0.149
neg	0.58	0.125596	25	-7.5936245	0.841	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.777	-2.219	-32.278
neg	0.691	0.191513	25	0.172805	-0.5	-2.219	0.013
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.005
neg	0.175	0.26963	25	0.260701	-0.5	-2.219	0.111
neg	0.642	0.0617148	25	-7.5936245	-0.5	-2.219	0.011
neg	0.746	0.217798	25	0.218792	-0.5	-2.219	0.04
neg	0.677	0.0659342	25	0.162137	0.572	-2.219	0.015
neg	0.466	0.186336	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.457	-7.60839985	25	-7.5936245	-0.5	-2.219	0.005
neg	0.864	0.236051	25	0.503706	-0.5	-2.219	0.385
neg	0.175	0.0981752	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.497	0.04101148	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.503	-7.60839985	25	0.22454	-0.5	-2.219	-32.278
neg	0.479	0.0641805	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.466	-7.60839985	25	-7.5936245	0.922	-2.219	-32.278
neg	0.521	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.175	0.0278532	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.159838	25	0.163953	-0.5	-2.219	0.199
neg	0.175	-7.60839985	25	-7.5936245	0.699	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.87	-2.219	-32.278
neg	0.466	0.218694	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.645	0.0336815	25	0.221747	-0.5	-2.219	0.059
neg	0.175	0.1292461	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0695726	25	-7.5936245	0.444	-2.219	0.004
neg	0.5	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.04235347	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.200471	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.666	0.1099378	25	-7.5936245	-0.5	0.098	-32.278
neg	0.175	0.0962482	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.9911	-2.219	-32.278
neg	0.642	0.0224859	25	-7.5936245	-0.5	-2.219	0.013
neg	0.175	0.326226	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.753	0.263998	25	0.333422	-0.5	-2.219	0.032
neg	0.452	0.017435	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.855	0.372331	25	1.085542	-0.5	0.077	0.149
neg	0.175	0.0702018	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.906	-2.219	-32.278
neg	0.466	0.186336	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.82	0.0645508	25	-7.5936245	-0.5	0.156	-32.278
neg	0.175	-7.60839985	25	0.126449	-0.5	-2.219	-32.278
neg	0.175	0.184212	25	-7.5936245	-0.5	-2.219	0.079
neg	0.175	0.200471	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.326226	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.252148	25	-7.5936245	-0.5	0.27	-32.278
neg	0.464	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.01
neg	0.175	-7.60839985	25	0.158794	-0.5	-2.219	0.004
neg	0.723	0.1447141	25	0.293182	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.9944	-2.219	-32.278
neg	0.175	-7.60839985	25	0.390602	-0.5	-2.219	-32.278
neg	0.559	0.205094	25	0.146295	-0.5	-2.219	0.052
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.008
neg	0.175	-7.60839985	25	-7.5936245	0.659	-2.219	-32.278
neg	0.175	0.037804	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.572	-7.60839985	25	-7.5936245	0.583	-2.219	-32.278
neg	0.175	0.1099798	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.614	0.200526	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.061
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.703	-7.60839985	25	0.164252	0.711	-2.219	0.015
neg	0.175	-7.60839985	25	-7.5936245	0.42	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.369	-2.219	-32.278
neg	0.722	0.0790112	25	0.291836	-0.5	-2.219	0.117
neg	0.721	-7.60839985	53.2127	0.295811	-0.5	-2.219	0.024
neg	0.175	0.050581437	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.692	-2.219	-32.278
neg	0.175	0.0779761	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0221977	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.02
neg	0.175	0.1260492	25	-7.5936245	-0.5	-2.219	0.004
neg	0.491	-7.60839985	25	0.123498	-0.5	-2.219	0
neg	0.641	0.162298	25	0.219677	-0.5	-2.219	0.129
neg	0.175	0.05899973	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.517	-7.60839985	25	0.209373	-0.5	-2.219	0.01
neg	0.175	-7.60839985	25	0.198844	-0.5	-2.219	-32.278
neg	0.459	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.797	0.0799762	25	-7.5936245	-0.5	-2.219	0.305
neg	0.655	0.150919	25	0.251064	-0.5	-2.219	0.039
neg	0.548	0.0931956	25	0.335755	-0.5	-2.219	0.053
neg	0.175	0.0633646	25	-7.5936245	0.9983	-2.219	-32.278
neg	0.175	0.05911901	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.555	0.204046	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.728	0.1435857	25	0.165784	-0.5	-2.219	0.011
neg	0.175	0.211503	25	0.194316	-0.5	-2.219	0.058
neg	0.175	0.0668775	25	-7.5936245	-0.5	-2.219	-32.278
