Type	diana	mirmap	mirtarget	mirza_U	paccmit	targetscan_C	targetscan_NC
pos	0.557	0.0619214	25	-7.5936245	0.879	-2.219	-32.278
pos	0.175	0.1333034	25	-7.5936245	-0.5	-2.219	0.001
pos	0.47	0.468004	25	-7.5936245	-0.5	-2.219	0.05
pos	0.543	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0930209	25	0.175795	-0.5	-2.219	0.156
pos	0.774	0.226407	25	-7.5936245	-0.5	-2.219	0.119
pos	0.568	-7.60839985	25	-7.5936245	0.925	-2.219	0
pos	0.175	0.1125625	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.776	0.400895	54.0313443874	0.285462	0.933	0.25	0.332
pos	0.755	0.528728	25	0.350353	0.676	-2.219	0.351
pos	0.706	0.0617882	25	0.204857	0.856	0.105	0.007
pos	0.819	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0228443	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.1164933	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.543	0.081387	25	-7.5936245	0.51	-2.219	-32.278
pos	0.175	0.0043207	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.552	0.04081865	25	-7.5936245	0.758	-2.219	0.01
pos	0.704	0.067093	25	0.26356	-0.5	-2.219	0.058
pos	0.642	0.151418	25	-7.5936245	0.845	-2.219	-32.278
pos	0.66	0.314967	25	-7.5936245	-0.5	-2.219	0.008
pos	0.175	0.0717152	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	0.497243	-0.5	-2.219	-32.278
pos	0.917	0.340254	25	0.211206	-0.5	0.01	0.026
pos	0.175	0.1023472	25	0.30688	-0.5	-2.219	0.008
pos	0.175	0.0286135	25	-7.5936245	-0.5	-2.219	0.047
pos	0.175	0.05189094	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0466155	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.836	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.794	-2.219	-32.278
pos	0.175	-7.60839985	25	0.217324	-0.5	-2.219	-32.278
pos	0.503	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	0.157423	0.406	-2.219	-32.278
pos	0.499	-7.60839985	25	-7.5936245	0.964	-2.219	-32.278
pos	0.175	0.1015723	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.568	-7.60839985	25	-7.5936245	0.645	-2.219	-32.278
pos	0.175	0.0851441	25	-7.5936245	0.044	-2.219	-32.278
pos	0.616	0.157288	25	0.361238	0.408	-2.219	0.162
pos	0.686	-7.60839985	25	-7.5936245	0.731	-2.219	0
pos	0.492	0.143332	25	0.171455	-0.5	-2.219	0.071
pos	0.766	0.423792	50.8527	0.75379	-0.5	-2.219	0.454
pos	0.175	0.1139413	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.768	0.497019	25	-7.5936245	-0.5	-2.219	0
pos	0.175	-7.60839985	25	-7.5936245	0.987	-2.219	0.004
pos	0.175	0.0150133	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.944	-2.219	-32.278
pos	0.499	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.502	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.765	-7.60839985	25	0.146545	-0.5	-2.219	0.001
pos	0.548	0.27066	25	0.29923	-0.5	0.104	-32.278
pos	0.175	0.00829650000000001	25	0.1602	0.661	-2.219	0.01
pos	0.605	0.1298808	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.562	-2.219	-32.278
pos	0.652	0.0693863	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.176517	25	0.480537	-0.5	0.212	-32.278
pos	0.175	0.0925667	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.743	0.1119953	25	0.555009	-0.5	-2.219	0.02
pos	0.175	-7.60839985	25	-7.5936245	0.401	-2.219	-32.278
pos	0.175	0.170676	25	-7.5936245	0.81	0.102	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.846	-2.219	-32.278
pos	0.175	0.0139467	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.58	0.1472533	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.185322	94.38745	0.660719	-0.5	0.145	0.018
pos	0.175	0.0981394	25	-7.5936245	-0.5	-2.219	0.007
pos	0.524	0.1134531	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.665037	25	0.315987	-0.5	-2.219	0.078
pos	0.457	0.05450658	25	-7.5936245	-0.5	-2.219	0.037
pos	0.457	0.0349884	25	-7.5936245	-0.5	-2.219	0
pos	0.612	0.792073	25	-7.5936245	-0.5	-2.219	0.015
pos	0.594	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.071
pos	0.175	0.04324319	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.78	0.495567	25	-7.5936245	-0.5	-2.219	0.163
pos	0.175	0.283438	25	-7.5936245	-0.5	-2.219	0.039
pos	0.175	-7.60839985	25	-7.5936245	0.93	-2.219	-32.278
pos	0.551	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.616	-7.60839985	25	-7.5936245	0.959	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.002
pos	0.175	0.0312169	25	0.142796	-0.5	-2.219	0.011
pos	0.175	-7.60839985	25	-7.5936245	0.927	-2.219	-32.278
pos	0.543	-7.60839985	25	-7.5936245	0.953	-2.219	-32.278
pos	0.175	0.0952663	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.78	-7.60839985	25	-7.5936245	0.784	-2.219	-32.278
pos	0.469	0.0287881	25	-7.5936245	0.645	-2.219	-32.278
pos	0.538	-7.60839985	25	-7.5936245	0.887	-2.219	-32.278
pos	0.493	0.325631	25	-7.5936245	0.776	-2.219	-32.278
pos	0.613	0.20648	25	-7.5936245	-0.5	-2.219	0.09
pos	0.469	0.0079518	25	-7.5936245	0.517	-2.219	-32.278
pos	0.757	0.0324542	25	0.244954	0.642	0.205	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.016
pos	0.511	0.1123504	25	-7.5936245	0.784	-2.219	-32.278
pos	0.471	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.615	0.0077709	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	0.235414	-0.5	-2.219	-32.278
pos	0.175	0.1228151	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.455	-7.60839985	25	-7.5936245	0.972	-2.219	-32.278
pos	0.464	-7.60839985	25	-7.5936245	0.996	-2.219	-32.278
pos	0.482	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.457	0.0804769	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0771106	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
pos	0.175	0.306069	25	-7.5936245	-0.5	-2.219	0.005
pos	0.175	-7.60839985	25	-7.5936245	0.663	-2.219	-32.278
pos	0.49	-7.60839985	25	-7.5936245	0.894	-2.219	-32.278
pos	0.693	-7.60839985	25	-7.5936245	0.774	-2.219	-32.278
pos	0.175	0.154661	25	-7.5936245	-0.5	-2.219	0.024
pos	0.175	0.524777	98.45877262014	0.287723	-0.5	0.357	0.004
pos	0.578	-7.60839985	25	-7.5936245	0.999972	-2.219	-32.278
pos	0.492	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.468	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.783	0.278249	25	0.41197	0.744	-2.219	0.014
pos	0.466	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.158029	25	-7.5936245	-0.5	-2.219	0.001
pos	0.63	0.343936	25	1.289693	-0.5	-2.219	0.166
pos	0.175	0.1063828	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.175256	25	0.17807	-0.5	-2.219	0.187
pos	0.175	0.1131686	58.3764	0.971089	-0.5	-2.219	0.137
pos	0.175	-7.60839985	25	0.289037	-0.5	-2.219	0
pos	0.175	0.18715	25	0.564832	-0.5	0.11	-32.278
pos	0.175	0.0282748	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0977993	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.758	0.237522	25	0.215229	0.493	-2.219	0.197
pos	0.824	0.219265	25	0.312771	-0.5	-2.219	0.134
pos	0.662	0.228007	25	-7.5936245	0.917	-2.219	0.047
pos	0.527	-7.60839985	25	-7.5936245	0.593	-2.219	-32.278
pos	0.519	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0603407	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.505	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	0.355273	-0.5	-2.219	-32.278
pos	0.465	-7.60839985	25	-7.5936245	0.542	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.424	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.014
pos	0.509	0.04847299	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.581	0.1061389	25	0.211937	-0.5	-2.219	0.001
pos	0.175	0.05727408	25	-7.5936245	0.919	-2.219	-32.278
pos	0.46	-7.60839985	25	0.135866	-0.5	-2.219	0.01
pos	0.515	0.05431131	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.05634419	25	0.207168	-0.5	-2.219	-32.278
pos	0.627	-7.60839985	25	-7.5936245	0.605	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.502	-2.219	-32.278
pos	0.645	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.871	-2.219	-32.278
pos	0.474	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	1	0.412591	99.971383554182	1.266372	-0.5	0.604	-32.278
pos	0.175	0.304791	61.6671	0.384828	-0.5	-2.219	0.597
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.014
pos	0.175	-7.60839985	25	-7.5936245	0.735	-2.219	-32.278
pos	0.816	0.194315	79.1515	0.219272	-0.5	0.291	-32.278
pos	0.501	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0942195	25	-7.5936245	-0.5	-2.219	0.02
pos	0.175	0.05456959	25	-7.5936245	-0.5	-2.219	0.052
pos	0.679	0.163474	25	0.693733	0.351	-2.219	0.013
pos	0.529	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.336517	79.6248	0.353771	-0.5	-2.219	0.271
pos	0.601	-7.60839985	25	0.264728	-0.5	-2.219	0.086
pos	0.175	-7.60839985	25	-7.5936245	0.654	-2.219	-32.278
pos	0.711	-7.60839985	25	-7.5936245	0.849	-2.219	-32.278
pos	0.175	0.0913206	25	0.272963	-0.5	0.158	-32.278
pos	0.175	0.0762696	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.57	0.08501	25	0.221059	0.517	-2.219	-32.278
pos	0.175	0.0679314	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.573	0.0134983	25	0.212149	-0.5	0.224	-32.278
pos	0.175	0.359894	25	0.279577	-0.5	-2.219	0.333
pos	0.175	0.298915	56.7888340716	0.685957	-0.5	0.056	0.021
pos	0.175	-7.60839985	25	-7.5936245	-0.5	0.304	-32.278
pos	0.697	0.1065086	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.657	-7.60839985	25	-7.5936245	0.769	-2.219	-32.278
pos	0.755	0.04080137	25	0.175314	-0.5	0.257	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.878	-2.219	-32.278
pos	0.571	0.1127477	25	-7.5936245	0.853	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.917	-2.219	0
pos	0.175	0.075386	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.191004	25	0.526511	-0.5	0.233	-32.278
pos	0.478	0.000420800000000006	81.3187	-7.5936245	-0.5	-2.219	0.03
pos	0.175	0.0045112	25	-7.5936245	0.631	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.83	-2.219	-32.278
pos	0.606	0.0222684	25	-7.5936245	0.633	-2.219	0.071
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
pos	0.175	-7.60839985	25	0.386856	-0.5	0.122	0.019
pos	0.451	-7.60839985	25	-7.5936245	0.89	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.575	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.737	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.951	-2.219	-32.278
pos	0.562	0.185353	25	-7.5936245	-0.5	-2.219	0.173
pos	0.175	0.191551	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.577	-7.60839985	25	0.159208	-0.5	-2.219	0.02
pos	0.688	0.696856	25	0.139224	-0.5	0.019	0.058
pos	0.175	0.1098525	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.453	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.468	0.0807279	25	-7.5936245	0.764	-2.219	-32.278
pos	0.793	0.178771	25	0.199376	-0.5	0.319	-32.278
pos	0.587	0.311319	55.6028	0.291722	-0.5	-2.219	0.163
pos	0.175	0.0864426	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.751	0.610415	25	1.035149	-0.5	-2.219	0.648
pos	0.795	0.311053	25	0.754398	-0.5	-2.219	0.164
pos	0.462	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.762	0.207564	25	0.595286	-0.5	-2.219	0.25
pos	0.175	0.0194987	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.506	0.1013365	25	-7.5936245	-0.5	-2.219	0.102
pos	0.175	-7.60839985	25	-7.5936245	0.923	-2.219	-32.278
pos	0.469	0.0637179	25	-7.5936245	-0.5	-2.219	0.013
pos	0.175	0.0549887	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.0104289	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.467	0.0689514	25	-7.5936245	0.902	-2.219	-32.278
pos	0.679	0.0501571	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.467	0.0986553	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.186607	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.086031	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	0.91	-2.219	-32.278
pos	0.463	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	0.1086049	25	0.748279	-0.5	0.026	0.059
pos	0.75	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
pos	0.529	-7.60839985	25	0.124923	-0.5	-2.219	0.01
pos	0.175	-7.60839985	25	-7.5936245	0.887	-2.219	-32.278
pos	0.603	0.176294	25	-7.5936245	-0.5	-2.219	0.2
pos	0.175	-7.60839985	25	-7.5936245	0.515	-2.219	-32.278
pos	0.175	-7.60839985	25	0.439962	-0.5	-2.219	-32.278
pos	0.175	-7.60839985	25	0.206705	-0.5	-2.219	-32.278
pos	0.51	0.0245468	25	-7.5936245	0.619	-2.219	-32.278
pos	0.576	0.187913	25	-7.5936245	-0.5	-2.219	0.014
pos	0.175	0.0310973	25	-7.5936245	-0.5	-2.219	-32.278
pos	0.721	0.892906	57.8809198287798	0.444483	-0.5	-2.219	0.395
pos	0.485	0.05585889	25	-7.5936245	-0.5	-2.219	0.064
neg	0.175	-7.60839985	25	-7.5936245	0.517	-2.219	-32.278
neg	0.476	0.05422057	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1074842	25	-7.5936245	-0.5	-2.219	0.085
neg	0.175	-7.60839985	25	0.430569	0.959	-2.219	-32.278
neg	0.495	0.173755	25	0.148492	-0.5	-2.219	0.009
neg	0.705	0.413192	60.3210436316	-7.5936245	-0.5	-2.219	0.268
neg	0.538	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.527	0.366792	93.9385	-7.5936245	0.592	0.603	-32.278
neg	0.592	-7.60839985	25	-7.5936245	-0.5	0.02	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.961	-2.219	-32.278
neg	0.528	0.0893297	25	-7.5936245	-0.5	-2.219	0
neg	0.48	0.171291	25	0.326472	-0.5	-2.219	0.162
neg	0.536	0.05438773	25	-7.5936245	0.583	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.175	-7.60839985	25	-7.5936245	0.95	-2.219	-32.278
neg	0.175	0.023761	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.642	0.381243	25	-7.5936245	0.764	-2.219	0.029
neg	0.175	-7.60839985	25	-7.5936245	0.763	-2.219	0.005
neg	0.175	0.1081494	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.05914656	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.457	0.0300994	25	0.16624	-0.5	-2.219	0.002
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.175	0.016952	25	-7.5936245	0.911	-2.219	0.099
neg	0.806	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0800285	25	-7.5936245	0.687	-2.219	0.042
neg	0.175	-7.60839985	25	0.164077	-0.5	-2.219	-32.278
neg	0.456	-7.60839985	25	-7.5936245	-0.5	-2.219	0.064
neg	0.175	0.05193023	25	-7.5936245	-0.5	-2.219	0.02
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.064
neg	0.175	0.0098663	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.674	0.05638903	25	0.491554	-0.5	-2.219	0.021
neg	0.507	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.533	0.1212459	25	0.28582	-0.5	-2.219	-32.278
neg	0.46	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.455	-7.60839985	25	-7.5936245	0.756	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.126
neg	0.175	0.228669	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.905	0.0887178	25	0.633729	-0.5	-2.219	0.036
neg	0.531	0.0120871	25	0.275357	-0.5	-2.219	0.004
neg	0.629	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.528	0.264486	25	0.469294	-0.5	-2.219	0.159
neg	0.884	1.11232	98.4841356760311	-7.5936245	0.735	-2.219	0.7
neg	0.175	-7.60839985	25	-7.5936245	0.988	-2.219	-32.278
neg	0.454	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.459	-7.60839985	25	-7.5936245	0.914	-2.219	-32.278
neg	0.175	0.0912679	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.796	0.457836	52.0662	0.346967	-0.5	-2.219	0.064
neg	0.454	0.0888271	25	0.184036	-0.5	-2.219	-32.278
neg	0.175	0.0387149	25	0.174409	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.705	-2.219	-32.278
neg	0.175	-7.60839985	25	0.508526	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.624	-2.219	-32.278
neg	0.175	0.1059681	25	0.224442	-0.5	-2.219	-32.278
neg	0.736	-7.60839985	25	-7.5936245	0.904	-2.219	-32.278
neg	0.175	0.0131753	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1021597	25	-7.5936245	-0.5	-2.219	0.011
neg	0.602	0.1022567	25	-7.5936245	-0.5	0.214	-32.278
neg	0.175	0.0691931	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.997	0.203339	95.95777	0.392209	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	0.388159	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.175	-7.60839985	52.7252	0.421774	0.294	-2.219	0.033
neg	0.175	0.273676	25	0.426915	-0.5	-2.219	0.003
neg	0.885	0.356968	25	-7.5936245	0.677	-2.219	0.198
neg	0.175	-7.60839985	25	0.160548	-0.5	-2.219	-32.278
neg	0.762	0.1237772	25	0.527463	-0.5	-2.219	0.182
neg	0.175	-7.60839985	25	-7.5936245	0.547	-2.219	-32.278
neg	0.609	0.050117488	25	0.193044	-0.5	-2.219	0.134
neg	0.572	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.704	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0151314	25	-7.5936245	-0.5	-2.219	0.013
neg	0.47	0.0667696	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.175	0.1369106	25	-7.5936245	0.58	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.001
neg	0.586	0.24796	25	0.255527	-0.5	0.181	0.105
neg	0.175	-7.60839985	25	0.197206	-0.5	-2.219	-32.278
neg	0.175	0.16421	25	-7.5936245	-0.5	-2.219	0.02
neg	0.897	0.487854	61.0283419	0.579685	0.9923	0.102	0.084
neg	0.175	0.009439	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0847818	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0927289	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.937	0.1187593	25	0.323104	-0.5	0.106	-32.278
neg	0.581	0.257697	25	-7.5936245	0.722	-2.219	-32.278
neg	0.175	0.0115305	25	-7.5936245	-0.5	-2.219	0.106
neg	0.535	0.1189592	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.04713235	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.921	0.417473	25	0.399604	0.937	-2.219	0.123
neg	0.175	-7.60839985	25	-7.5936245	0.887	-2.219	-32.278
neg	0.579	-7.60839985	25	-7.5936245	0.917	-2.219	-32.278
neg	0.175	0.0362012	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.486	0.0964041	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.871	0.1306806	25	0.264918	-0.5	0.116	-32.278
neg	0.175	0.1417135	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0786458	25	-7.5936245	-0.5	-2.219	0.005
neg	0.175	0.1349867	25	-7.5936245	-0.5	-2.219	0.045
neg	0.531	0.482795	25	-7.5936245	-0.5	-2.219	0.056
neg	0.8	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0716838	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.239764	25	-7.5936245	-0.5	-2.219	0.002
neg	0.494	0.05257659	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.527	-7.60839985	25	-7.5936245	-0.5	-2.219	0.015
neg	0.175	0.099621	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1381081	25	0.266335	-0.5	-2.219	0.365
neg	0.736	0.342097	25	-7.5936245	0.951	-2.219	0.051
neg	0.175	0.18588	25	-7.5936245	-0.5	-2.219	0.169
neg	0.455	-7.60839985	25	-7.5936245	0.784	-2.219	-32.278
neg	0.471	0.0765598	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.102599	25	-7.5936245	-0.5	-2.219	0.142
neg	0.175	-7.60839985	25	-7.5936245	0.843	-2.219	-32.278
neg	0.469	-7.60839985	25	-7.5936245	0.608	-2.219	-32.278
neg	0.677	0.16729	25	-7.5936245	0.756	0.099	-32.278
neg	0.708	0.186853	25	0.32913	0.831	-2.219	0.043
neg	0.725	1.15273	25	0.373143	0.468	-2.219	0.154
neg	0.175	-7.60839985	25	-7.5936245	-0.5	-2.219	0.006
neg	0.175	-7.60839985	25	-7.5936245	0.756	-2.219	0.001
neg	0.689	0.1401078	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1117041	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.476	-7.60839985	25	-7.5936245	-0.5	0.091	-32.278
neg	0.653	0.0341789	25	0.168239	-0.5	-2.219	0.173
neg	0.583	-7.60839985	25	-7.5936245	-0.5	-2.219	0.075
neg	0.499	-7.60839985	25	-7.5936245	-0.5	-2.219	0.015
neg	0.539	0.153393	25	0.615919	-0.5	-2.219	0.19
neg	0.175	0.727791	95.6653780408	0.626356	-0.5	-2.219	0.349
neg	0.175	0.0748005	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.0964979	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.499	0.224788	25	0.318504	-0.5	-2.219	0.129
neg	0.459	-7.60839985	25	-7.5936245	-0.5	0.02	-32.278
neg	0.175	0.1130257	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.575	0.162793	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.78	0.297186	25	-7.5936245	0.745	-2.219	-32.278
neg	0.175	0.04148837	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.629	0.524269	91.7259524485	-7.5936245	-0.5	-2.219	0.067
neg	0.175	0.0284879	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.514	-2.219	-32.278
neg	0.636	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.85	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.493	0.1207389	25	0.203313	-0.5	-2.219	0.071
neg	0.65	0.1403459	25	0.122701	0.912	-2.219	0.094
neg	0.56	0.1254703	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.464	-7.60839985	25	-7.5936245	0.793	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.741	-2.219	-32.278
neg	0.785	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1034432	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.653	0.0631814	25	0.174334	-0.5	-2.219	0.173
neg	0.175	0.1346029	25	-7.5936245	-0.5	-2.219	0.001
neg	0.651	0.316166	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.1003844	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.965	0.362879	56.9608	0.256288	-0.5	-2.219	0.516
neg	0.175	-7.60839985	25	-7.5936245	0.961	-2.219	-32.278
neg	0.175	-7.60839985	25	0.130022	0.649	-2.219	-32.278
neg	0.175	0.0329447	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.459	-7.60839985	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.722	-7.60839985	25	-7.5936245	-0.5	0.12	-32.278
neg	0.175	0.111933	25	-7.5936245	0.1	-2.219	0.005
neg	0.732	0.85416	25	-7.5936245	-0.5	-2.219	0.082
neg	0.999	-7.60839985	57.8842	0.200154	-0.5	0.149	-32.278
neg	0.175	0.04286876	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	0.31962	25	-7.5936245	-0.5	-2.219	0
neg	0.487	0.2209	25	-7.5936245	0.834	-2.219	-32.278
neg	0.696	-7.60839985	25	-7.5936245	0.79	-2.219	0.002
neg	0.175	0.0775759	25	-7.5936245	-0.5	-2.219	-32.278
neg	0.175	-7.60839985	25	-7.5936245	0.862	-2.219	-32.278
